CD_STATION;MOYPTOT;MAXPTOT
03048X0023/P2;0.02;0.05
00113X0010/P1;0.02;0.02
00205X0091/F1;0.02;0.02
01143X0019/P1;0.02;0.05
01263X0055/P;0.02;0.02
02981X0056/FEXP;0.02;0.04
01468X0046/FE3-94;0.02;0.04
00265X0002/P1;0.02;0.02
00191X0033/F1;0.02;0.02
00273X0038/P1;0.02;0.02
01878X0028/FAEP1;0.02;0.06
01882X0020/P;0.02;0.025
01938X0055/HY;0.02;0.08
00287X0101/P1;0.02;0.02
02104X0036/C3;0.02;0.03
02961X0001/P1;0.02;0.03
10772X0006/THERON;0.02;0.02
00343X0001/HY;0.02;0.02
01593X0003/FAEP;0.02025;0.035
01031X0056/P.AEP;0.0205;0.04
04446X0061/P;0.0208;0.09
04518X0045/MSM1;0.021;0.021
04654X0002/S1;0.021333333;0.09
01884X0023/FAEP;0.0215;0.04
03538X0005/P;0.0216;0.108
03124X0072/P1;0.02175;0.038
05203X0008/FAEP;0.022;0.042
02414X0026/P1;0.022;0.032
01751X0015/F2;0.02206;0.11
06025X0004/AEP;0.02225;0.089
01733X0003/C2;0.02225;0.04
07844X0002/HY;0.0225;0.09
02331X0007/F;0.0225;0.09
09147X0140/PU;0.0225;0.03
09586X0006/HY;0.0225;0.025
00406X0006/PAEP;0.0225;0.03
04266X0008/FAEP;0.02275;0.025
01262X0009/P;0.023;0.03
03726X0045/SAEP;0.023;0.039
07823X0004/HY;0.023;0.03
00436X0069/HY;0.023;0.039
04723X0013/S;0.023333333;0.07
02717X0041/AMONT;0.024;0.1
01905X0024/PAEP;0.024;0.03
09395X0060/F2;0.024;0.024
02982X0012/PAEP;0.02425;0.047
10306X0247/F;0.02435;0.0327
07208X0203/CPT;0.024375;0.13
10305X0229/F;0.0244;0.0488
10396X0081/MOUS5;0.0246;0.08
00653X0002/F;0.02475;0.066
04972X0011/ETUDE;0.0248;0.043
04694X0007/HY;0.025;0.04
00436X0180/F2;0.025;0.07
05025X0111/P1;0.025;0.06
05285X0372/P3;0.025;0.08
00978X0011/C1;0.025;0.05
06014X0040/CN;0.025;0.08
06211X0041/P3CAPT;0.025;0.025
06513X0028/F;0.025;0.04
06626X0029/SOURCE;0.025;0.03
01242X0521/F1.AEP;0.025;0.045
01251X0045/F;0.025;0.05
06884X0009/HY;0.025;0.026
07361X0002/HY;0.025;0.03
10014X0007/F1;0.025;0.03
02332X0076/HY;0.025;0.1
04124X0158/F;0.02525;0.101
04073X0005/SO;0.0255;0.036
05947X0002/HYAEP;0.0255;0.027
06384X0005/PUITS;0.0255;0.05
04761X0035/HY;0.026;0.08
05375X0003/P;0.026;0.029
01377X0063/HY;0.026;0.1
07235X0006/P;0.026;0.06
07722X0058/S2;0.026;0.04
01633X0021/HY;0.026;0.06
10524X0011/F;0.026;0.057
06467X0211/D;0.026333333;0.079
01228X0001/S;0.026444444;0.089
01312X0084/F1AEP;0.0265;0.053
09436X0041/P;0.0265;0.09
02462X0038/F;0.027;0.054
03853X0011/HY;0.027;0.028
03878X0165/P3;0.027;0.05
03172X0001/P;0.027;0.108
04446X0085/P1092;0.0275;0.11
05033X0027/P;0.0275;0.06
05283X0077/P;0.0275;0.09
06027X1026/PZ2;0.0275;0.04
01145X0021/F;0.0275;0.06
06365X0003/SOURCE;0.0275;0.05
06447X0024/S;0.0275;0.028
01396X0142/F2;0.0275;0.06
07236X0031/HY;0.0275;0.03
02712X0006/HY;0.0275;0.11
10971X0200/MACHER;0.0275;0.04
10338X0128/F;0.027666667;0.031
01045X0038/F;0.028;0.034
10098X0253/F;0.028;0.028
05478X0001/PCAEP;0.02825;0.113
01193X0187/F2;0.0284;0.06
01213X0250/FP1;0.0286;0.12
04937X0001/PCAEP;0.029;0.065
01233X0010/S;0.029;0.043
08058X0092/P1;0.029;0.034
01638X0033/F1;0.0294;0.07
01945X0052/HY;0.0295;0.17
04135X0063/P1;0.0296;0.082
03591X0078/F;0.029666667;0.04
04707X0001/SOURCE;0.03;0.03
04713X0018/P2;0.03;0.05
00955X0050/F1;0.03;0.06
05573X0022/S3-C;0.03;0.08
05811X0194/SPOMP;0.03;0.06
06883X0148/HY;0.03;0.031
00104X0156/F4;0.03;0.03
00512X0204/P;0.03;0.058
07597X0006/F;0.03;0.03
01508X0002/F;0.03;0.034
00602X0017/P;0.03;0.03
00256X0090/SO1;0.03;0.03
00607X0228/F;0.03;0.03
08042X0006/F;0.03;0.06
00195X0163/F1;0.03;0.03
09236X0008/F1;0.03;0.04
09411X0228/F;0.03;0.03
09438X0013/F;0.03;0.06
09514X0015/F2;0.03;0.03
00282X0094/F1;0.03;0.03
09782X0019/F;0.03;0.06
00368X0053/SO1;0.03;0.03
02267X0032/PAEP;0.03;0.03
02534X0007/F;0.03;0.03
00732X0007/C1;0.030333333;0.052
01372X0196/EX;0.0304;0.0608
09531X0006/HY;0.030666667;0.071
06297X0022/F2105A;0.031;0.031
04703X0001/SOURCE;0.032;0.14
06133X0002/HYD;0.032;0.08
06861X0004/HY;0.032;0.07
02273X0010/HY;0.0322;0.05
01917X0003/HY;0.0324;0.08
02344X0021/F;0.0325;0.06
05811X0195/PZ;0.0325;0.06
06411X0002/HY;0.0325;0.033
01381X0086/P13;0.0325;0.06
07463X0006/P;0.0325;0.05
07478X0013/F;0.0325;0.05
04408X0013/P;0.0325;0.09
02347X0021/F;0.0325;0.09
02707X0030/HY;0.0325;0.1
02084X0014/HY;0.0325;0.06
10651X0289/G1TER;0.0325;0.04
02283X0005/F;0.0325;0.11
01146X0011/P1;0.03275;0.11
01482X0001/F;0.03275;0.103
01992X0071/F;0.032857143;0.09
04565X0027/AEP;0.033;0.037
01785X0003/P1;0.033;0.033
02958X0112/AEP;0.033;0.049
09381X0069/AEP;0.0332;0.086
05108X0501/F;0.03325;0.133
02726X0002/F;0.033333333;0.14
02105X0012/C1-C2;0.033333333;0.05
01913X0013/F;0.0334;0.044
04498X0018/F;0.0335;0.043
08558X0208/HY;0.03375;0.07
04352X0006/SOURCE;0.034;0.14
04748X0008/P;0.034;0.06
05393X0003/F1;0.034;0.11
00746X0062/HY;0.034;0.034
03373X0043/SAEP1;0.034;0.14
03531X0013/P;0.0342;0.081
06988X0218/F;0.03425;0.081
02855X0005/P;0.0345;0.038
06002X0016/HY;0.0345;0.045
01025X0047/F;0.035;0.05
03048X0025/P2;0.035;0.08
06512X0053/P2;0.035;0.07
01372X0064/HY;0.035;0.07
00583X0003/F;0.035;0.05
02254X0001/FAEP;0.035;0.04
10961X0030/GRABAS;0.035;0.14
02296X0013/PR2;0.035;0.08
04538X0112/F;0.0355;0.071
03563X0025/F;0.0355;0.142
04641X1003/PAEP;0.03575;0.06
09995X0086/PDR7;0.036;0.18
04291X0068/P;0.03625;0.063
04687X0014/SOURCE;0.036333333;0.311
03577X0037/SECOUR;0.0366;0.041
04984X0003/AEP;0.036666667;0.17
01915X0041/F1;0.037;0.065
09767X0033/F2;0.037142857;0.04
03144X0044/HY;0.037166667;0.08
07093X0066/HY;0.0375;0.07
01782X0087/F;0.0375;0.048
02661X0027/F;0.0375;0.07
10202X0143/P;0.0375;0.06
02604X0068/PAEP;0.0375;0.039
11013X0002/F;0.0378;0.059
01241X0314/F;0.038;0.107
01936X0019/HY;0.038;0.19
09888X0093/DOUZES;0.038;0.038
05438X0006/P3AEP;0.0384;0.067
03713X0024/SAEP4;0.0385;0.05
02116X0002/CA;0.0385;0.044
10316X0021/F;0.0385;0.052
04661X0003/SOURCE;0.038777778;0.1
02827X0013/P;0.0388;0.05
03015X0004/PFAEP;0.039;0.068
06342X0019/P;0.039;0.122
03104X0007/HY;0.039;0.043
01477X0018/C1;0.039;0.047
00782X0138/HY;0.0395;0.07
02425X0026/P1;0.0395;0.04
02656X0010/PAEP;0.03975;0.097
02347X0020/F;0.04;0.06
00443X0017/HY;0.04;0.06
05637X0005/P2;0.04;0.12
00122X0001/F1;0.04;0.04
05812X0261/F;0.04;0.07
06256X1052/AEP;0.04;0.1
06348X0006/F;0.04;0.08
06366X0007/F;0.04;0.05
00387X0014/P1;0.04;0.04
00241X0230/HY;0.04;0.04
07593X0004/HY;0.04;0.05
07702X0240/TQ07;0.04;0.16
07953X0105/SCE;0.04;0.14
01658X0038/F;0.04;0.12
08663X0050/P;0.04;0.16
01918X0001/F;0.04;0.053
00287X0122/PSEF;0.04;0.04
09921X0029/CAMBON;0.04;0.07
00291X0203/F3;0.04;0.04
10024X0044/D4;0.04;0.04
02102X0024/S6;0.04;0.062
00163X0083/F3;0.04;0.04
02265X0011/FAEP;0.04;0.06
00376X0012/F1;0.04;0.04
04322X0012/F1AEP;0.04025;0.065
01424X0021/HYD;0.0405;0.068
01907X0020/FAEP;0.040666667;0.049
04853X0079/P;0.041;0.08
01385X0059/PC;0.041;0.07
08272X0058/F;0.041;0.05
08661X0152/P;0.041;0.104
00783X0009/HY;0.041;0.072
02447X0057/P1;0.0415;0.083
02016X0036/P1;0.0415;0.052
04763X0025/HY;0.042;0.07
01053X0004/P;0.042;0.042
01068X0211/F;0.042;0.042
07474X0005/P;0.042;0.14
01773X0017/C3;0.042;0.054
01925X0020/SCE;0.042;0.16
02262X0044/SAEP;0.04225;0.05
07471X0001/P;0.0425;0.13
04716X0022/AEP;0.0425;0.13
02313X0042/HY;0.0425;0.06
02664X0005/F1;0.042525;0.07
06216X0328/PZ10;0.043;0.043
01641X0080/P1;0.043;0.08
09805X0030/F;0.043;0.065
04744X0315/PZC7;0.043333333;0.13
01528X0112/P3;0.0435;0.08
03248X0012/F;0.044;0.049
07713X0020/F;0.0447;0.267
07238X0043/F3;0.045;0.12
07583X0003/HY;0.045;0.05
09654X0367/P;0.045;0.1
01957X0045/HY;0.045;0.06
10972X0203/CALMET;0.045;0.18
03241X0502/F;0.045333333;0.048
00595X0009/HY;0.045333333;0.096
09781X0015/P219;0.045714286;0.06
00756X0046/F;0.046;0.046
07474X0010/P;0.046;0.07
00873X0018/SAEP;0.046;0.06
10644X0070/F;0.0465;0.17
02098X0021/C1;0.04675;0.15
02665X0001/F1;0.047;0.047
05007X0046/S1;0.047142857;0.17
01753X0009/C1;0.0474;0.09
00728X0030/C1;0.0475;0.07
06385X0003/HYD;0.0475;0.06
09993X0014/HY;0.0475;0.17
01131X0046/HY;0.048;0.21
02657X0030/F2;0.048;0.116
02393X0030/HY;0.048;0.056
02621X0008/PAEP;0.048666667;0.116
02754X0001/HY;0.049;0.053
05531X0005/AEP;0.049625;0.092
00868X0013/SAEP;0.049666667;0.088
05274X0225/PZ527;0.05;0.17
04726X0011/S;0.05;0.1
02623X0012/PU36;0.05;0.078
01544X1029/P2;0.05;0.06
00266X0017/SO;0.05;0.05
00272X0032/F4;0.05;0.05
09506X0059/S;0.05;0.06
00176X0057/SO;0.05;0.05
00324X0043/HY;0.05;0.05
02645X0030/FAEP2;0.05;0.05
00494X0155/HY;0.05;0.05
00354X0069/P1;0.05;0.05
01076X1005/SAEP;0.0505;0.058
10573X0153/F;0.0505;0.101
00986X0085/S;0.050777778;0.08
00997X0164/F;0.0511;0.131
01612X0002/SCE;0.0512;0.09
07588X0009/ABIME;0.0516;0.073
05226X0001/SOURCE;0.05225;0.11
05811X0121/P1;0.0525;0.06
01356X0099/HY;0.0525;0.055
01405X0205/IPA3;0.0525;0.21
01707X0007/P1;0.0525;0.067
02721X0021/F;0.0525;0.15
09915X0198/VINCEN;0.0525;0.09
10092X0191/F;0.0525;0.068
07711X0030/F;0.052857143;0.16
10217X0088/S;0.053;0.053
07086X0004/F;0.053333333;0.06
01546X0065/F;0.053333333;0.16
05002X0097/F;0.053333333;0.13
01436X0017/C1;0.0535;0.169
05596X0081/F;0.054;0.054
04925X0007/PAEP3;0.055;0.062
01141X0015/F;0.055;0.09
04663X0004/AEP;0.055;0.301
07222G0089/F15;0.055;0.11
01282X0165/F;0.05575;0.21
06378X0002/CORNAC;0.056;0.07
06601X0001/F;0.056;0.1
05424X0006/HYAEP;0.056;0.08
01736X0025/NP1;0.05625;0.203
04024X0082/PUITS;0.056666667;0.17
03205X0004/P;0.056666667;0.081
06995X0137/P2;0.056666667;0.24
03024X0037/P;0.05675;0.144
03703X0003/S1;0.057;0.136
02963X0006/FAEP;0.057;0.09
05695X0003/PAEP;0.057166667;0.066
09907X0364/MAURIN;0.0572;0.086
06991X0001/S;0.0575;0.17
05541X0047/PUITS;0.0575;0.09
01907X0016/FAEP;0.0578;0.125
08085X0023/P;0.058;0.29
09523X0034/F;0.058;0.059
04454X0142/F1;0.0582;0.11
06107X0024/SOURCE;0.058363636;0.141
09767X0058/F;0.058571429;0.18
04928X0007/FAEP;0.0586;0.215
04503X0079/F9BIS;0.0586;0.15
01497X0014/SO;0.059;0.134
01224X0003/S;0.0596;0.153
04655X0006/SOURCE;0.059666667;0.24
04043X0003/SOURCE;0.059666667;0.149
03474X0030/CAP;0.05975;0.067
00574X0138/F;0.059777778;0.126
06106X0005/SOURCE;0.06;0.12
00184X0149/P1;0.06;0.06
03356X0007/PAEP;0.06;0.06
07463X0054/F;0.06;0.3
04411X0004/S;0.06;0.24
09774X0026/F1;0.06;0.06
09781X0013/F;0.06;0.06
00343X0047/HY;0.06;0.06
04448X0029/S1;0.06;0.18
03011X0004/PAEP;0.061;0.096
03693X0005/SAEP;0.061;0.133
10292X0110/P;0.06135;0.0652
05895X0002/HYD;0.062;0.43
03431X0013/F;0.062;0.12
09648X0008/P;0.062;0.12
06512X0023/289A;0.0625;0.11
05903X0086/F;0.0626;0.08
00636X0042/F2;0.063;0.063
10293X0151/F;0.0633;0.1143
04022X0053/F1;0.063333333;0.09
04916X0001/PAEP;0.0635;0.102
01483X0040/PC;0.0638;0.172
00581X0004/F;0.064;0.192
02617X0030/FAEP2;0.064;0.064
01967X0001/F;0.064;0.22
01001B0153/HY;0.064333333;0.112
07577X0017/HY;0.065;0.08
07942X0287/F;0.065;0.065
09773X0008/F;0.065;0.07
02275X0026/HY;0.06526;0.119
01596X0001/PAEP;0.0655;0.067
02165X0020/PFAEP;0.0655;0.094
09782X0006/P1;0.065714286;0.08
02832X0009/P;0.066;0.079
02343X0023/F3;0.066;0.13
09656X0107/S;0.066571429;0.17
04712X0024/S;0.066666667;0.12
02953X0108/F;0.0668;0.25
06833X0002/F;0.0675;0.08
03787X0101/PMT;0.0675;0.22
09917X0197/SERRE;0.0675;0.16
03024X0024/D;0.068;0.14
03062X0113/F1;0.0684;0.24
01277X0223/P.CLIN;0.069;0.069
00756X0040/F;0.0691;0.162
01066X0101/P;0.0695;0.079
01123X0013/HY;0.07;0.11
06796X0006/F;0.07;0.07
00186X0005/SO;0.07;0.07
01406X0012/405;0.07;0.24
00468X0028/HY;0.07;0.07
00275X0028/SO;0.07;0.07
00496X0033/HY;0.07;0.07
02287X0013/HY;0.07;0.18
01493X0016/F2;0.0708;0.097
00777X0024/F;0.071;0.132
02048X0053/P1;0.07125;0.105
09783X0022/F;0.071666667;0.13
07471X0005/S;0.07175;0.167
02657X0005/SAEP;0.07175;0.129
04381X0008/AEP;0.071777778;0.19
01215X0103/C1;0.072;0.08
00938X0025/FD1;0.0725;0.145
05675X0066/F;0.0728;0.12
01082X0014/PAEP;0.073;0.101
02944X0031/P16;0.073333333;0.09
09996X0299/SOU2;0.0734;0.14
02548X0037/FAEP;0.0735;0.115
01354X0153/F1;0.074;0.11
07084X0002/F;0.074;0.11
09857X0102/F;0.074;0.083
10153X0074/CTSO;0.074285714;0.18
03694X0011/PAEP;0.0745;0.19
02524X0010/C1;0.075;0.075
02326X0012/HY;0.075;0.25
00606X0081/S;0.075;0.12
09761X0040/F8;0.075;0.08
10202X0144/P;0.075;0.09
05894X0054/HY;0.0752;0.14
08032X0367/F5;0.0755;0.081
09781X0010/S;0.075714286;0.16
01205X0109/F6;0.076;0.164
07421X0184/PZ;0.076;0.076
05858X0116/F;0.076;0.086
08428X0003/HY;0.0775;0.084
02121X0020/F1;0.07775;0.127
01307X0117/SCE;0.078;0.18
01355X0261/F;0.0785;0.11
07478X0041/I;0.0786;0.191
00485X0056/HY;0.08;0.08
01392X0054/F;0.08;0.26
00198X0326/F1;0.08;0.08
03426X0022/F;0.08;0.16
02986X0099/PAEP;0.080142857;0.278
03678X0055/AEP;0.08025;0.141
02262X0013/SAEP;0.0805;0.093
10305X0234/PZ;0.08075;0.0918
06617X0009/HY;0.081857143;0.13
01602X0007/PAEP1;0.082;0.142
01172X0066/F2;0.082;0.11
04437X0012/S;0.082;0.082
03008X0022/SAEPS;0.082;0.159
02134X0005/C1;0.0821;0.1393
07471X0006/HY;0.0825;0.11
02721X0060/P2;0.0825;0.12
09388X0063/TERRE;0.0825;0.15
10202X0146/P;0.0825;0.14
10293X0152/P;0.08275;0.0987
10306X0246/F;0.08275;0.1012
09382X0021/CARDE;0.083;0.224
02883X0010/C1;0.08325;0.105
08277X0166/F2;0.083333333;0.23
01824X0184/P9;0.083333333;0.18
09767X0037/F3;0.083333333;0.12
03383X0053/HY;0.084;0.2
01124X0026/HY;0.084;0.16
07072X0005/HY;0.084285714;0.11
06778X0056/F5;0.085;0.34
06983X0137/P;0.085;0.13
07725X0032/HY;0.085;0.34
02637X0008/PAEP;0.085;0.12
06823X0008/SOURCE;0.085714286;0.16
03254X0107/FAEP;0.086;0.093
01892X0008/PU;0.08675;0.106
04278X0003/FAEP;0.0874;0.11
07083X0100/82;0.0875;0.1
05812X0260/PZ16;0.0875;0.15
10311X0008/F;0.087675;0.1367
02344X0148/P2;0.088333333;0.12
02026X0028/F1;0.089;0.095
01112X0010/P1;0.08925;0.357
03691X0031/FAEPE4;0.08925;0.167
03838X0017/P;0.089666667;0.12
02618X0004/PAEP;0.089666667;0.117
02952X0154/F2;0.089875;0.28
07582X0005/HY;0.09;0.22
00108X0005/GC1;0.09;0.14
00175X0032/F1;0.09;0.09
00328X0054/MY;0.09;0.09
01502X0003/F;0.09025;0.107
09916X0087/AEP;0.091;0.118
00324X0088/F1;0.091;0.091
02123X0018/S6-DDA;0.091;0.163
01196X0042/C4;0.0915;0.2
03082X0001/F;0.091666667;0.15
03338X0008/S1;0.091666667;0.227
02544X0036/FAEP;0.092;0.16
06994X0042/SCE;0.0925;0.16
04552X0070/F2;0.0926;0.15
02386X0065/S3;0.09275;0.103
10795X0001/S;0.09275;0.271
02381X0006/PE;0.0934;0.13
05728X0047/HY;0.093666667;0.281
00575X0137/HY;0.094888889;0.209
09908X0375/F3;0.095;0.15
04456X0032/S2;0.095;0.14
10294X0129/F;0.09545;0.1319
02343X0022/F2;0.096;0.29
00724X0018/F1;0.0965;0.157
02176X0019/S;0.0965;0.146
01204X0045/FE1;0.0966;0.134
01801X0011/P;0.096625;0.215
00994B0114/F;0.0967;0.402
03786X0030/F;0.0968;0.16
01804X0126/F;0.09725;0.151
04453X0002/F1;0.0975;0.16
04075X0018/SAEP1;0.0975;0.163
06746X0076/105A;0.0975;0.11
02684X0018/HY;0.0975;0.11
04077X0010/SAEP2;0.098;0.098
03966X0002/FAEP;0.098;0.112
09294X0199/F;0.0985;0.106
05344X0050/F;0.0985;0.141
02268X0079/CHANC1;0.0985;0.134
01536X0030/P;0.0986;0.19
04933X0010/HYAEP;0.09875;0.326
01092X0009/PAEP;0.099;0.146
